ID_ESTACION,FECHA,PREC,TMAX,TMIN,TMED,VMAX,VDIR,VMED,DMED,RAD,HUM,ETO,EVA,ID_ESTACION,ID_ESTADO,NOMBRE,ACTIVO
"998435","13.11.2016","0.","18.600000000000001","11.1","14.","6.79","83.","3.2000000000000002","53.600000000000001","234.47999999999999","86.980000000000004","1.3","2.7200000000000002","998435","21","LA LLAVE","0"
"998435","14.11.2016","0.","22.100000000000001","9.5899999999999999","15.300000000000001","9.4000000000000004","31.100000000000001","1.97","69.900000000000006","287.43000000000001","85.25","1.8","3.0699999999999998","998435","21","LA LLAVE","0"
"998435","15.11.2016","0.","21.800000000000001","11.19","15.08","13.","34.890000000000001","2.9300000000000002","68.","394.23000000000002","83.959999999999994","2.6000000000000001","3.8900000000000001","998435","21","LA LLAVE","0"
"998435","16.11.2016","0.","18.690000000000001","10.5","13.57","6.5899999999999999","19.600000000000001","2.1699999999999999","88.200000000000003","209.97","84.439999999999998","1.3","2.3799999999999999","998435","21","LA LLAVE","0"
"998435","17.11.2016","0.","22.390000000000001","8.3000000000000007","13.85","6.5","334.69","1.28","328.10000000000002","271.43000000000001","85.849999999999994","1.8999999999999999","2.8500000000000001","998435","21","LA LLAVE","0"
"998435","18.11.2016","0.","24.600000000000001","6.79","14.710000000000001","10.","30.390000000000001","2.1000000000000001","84.5","405.38999999999999","74.340000000000003","2.8999999999999999","4.1799999999999997","998435","21","LA LLAVE","0"
"998435","19.11.2016","0.","17.300000000000001","8.6899999999999995","12.34","18.","84.","3.9300000000000002","58.600000000000001","310.63","83.859999999999999","2.","3.3799999999999999","998435","21","LA LLAVE","0"
"998435","20.11.2016","0.","18.190000000000001","7.5","12.109999999999999","11.69","16.890000000000001","4.3300000000000001","78.900000000000006","370.82999999999998","83.680000000000007","2.1000000000000001","3.9199999999999999","998435","21","LA LLAVE","0"
"998435","21.11.2016","0.","23.","3.7000000000000002","12.82","14.","335.5","2.3399999999999999","99.299999999999997","489.38999999999999","76.310000000000002","3.3999999999999999","4.8300000000000001","998435","21","LA LLAVE","0"
"998435","22.11.2016","0.","24.5","4.7000000000000002","13.15","7.4000000000000004","236.5","1.77","64.299999999999997","439.05000000000001","69.230000000000004","3.","4.6299999999999999","998435","21","LA LLAVE","0"
"998435","23.11.2016","0.","23.600000000000001","2.29","12.57","10.","104.","2.6299999999999999","76.","462.77999999999997","65.859999999999999","3.2999999999999998","4.9500000000000002","998435","21","LA LLAVE","0"
"998435","24.11.2016","0.","22.890000000000001","5.","12.949999999999999","12.19","64.090000000000003","3.3199999999999998","98.599999999999994","467.51999999999998","74.980000000000004","3.2999999999999998","4.79","998435","21","LA LLAVE","0"
